Aktivitetstype,Dato,Favoritt,Tittel,Avstand,Kalorier,Tid,Gjennomsnittlig puls,Makspuls,Aerob treningseffekt,Gjennomsnittlig frekvens for løping,Maksimal frekvens for løping,Gjennomsnittlig tempo,Beste tempo,Total stigning,Totalt fall,Gjennomsnittlig skrittlengde,Gjennomsnittlig vertikalt forholdstall,Gjennomsnittlig vertikal oscillasjon,Gjennomsnittlig tid med bakkekontakt,Gjennomsnittlig frekvens for løping,Maksimal frekvens for løping,Training Stress Score®,Gjennomsnittlig kraft,Maksimal kraft,Vanskelighetsgrad,Flyt,Totalt antall tak,Gjennomsnittlig Swolf,Gjennomsnittlig tempo for tak,Totalt antall repetisjoner,Totalt antall sett,Dykketid,Minimumstemperatur,Overflateintervall,Dekompresjon,Beste rundetid,Antall runder,Makstemperatur,Tid i bevegelse,Medgått tid,Minste høyde,Maksimal høyde
Styrketrening,2022-06-01 17:21:47,false,"Styrke","0.00","221","01:13:40","79","120","0.2","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","13","1","0:00","24.0","0:00","Nei","01:13:39.58.1","1","0.0","01:13:40","01:13:40","--","--"
Styrketrening,2022-05-31 20:59:09,false,"Styrke","0.00","470","01:32:56","102","127","0.5","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","4","1","0:00","25.0","0:00","Nei","01:32:55.64.3","1","0.0","01:32:56","01:32:56","--","--"
Styrketrening,2022-05-29 18:24:35,false,"Styrke","0.00","227","00:50:13","93","123","0.2","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","12","1","0:00","25.0","0:00","Nei","50:13.16.2","1","0.0","00:50:13","00:50:13","--","--"
Styrketrening,2022-05-26 16:00:44,false,"Styrke","0.00","313","01:05:51","96","125","0.3","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","4","1","0:00","26.0","0:00","Nei","01:05:51.05.5","1","0.0","01:05:51","01:05:51","--","--"
Styrketrening,2022-05-24 18:17:49,false,"Styrke","0.00","551","01:43:44","104","137","0.6","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","5","1","0:00","25.0","0:00","Nei","01:43:44.37.2","1","0.0","01:43:44","01:43:44","--","--"
Sykling,2022-05-24 17:36:12,false,"Oslo Sykling","2.66","77","00:10:26","111","142","0.4","0","0","15.3","26.1","39","35","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Nei","10:25.65.5","1","0.0","00:10:12","00:11:13","60","80"
Sykling,2022-05-24 09:53:45,false,"Oslo Sykling","4.46","145","00:15:00","126","146","1.4","0","0","17.8","27.9","44","36","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Nei","14:59.71.6","1","0.0","00:14:34","00:20:53","15","46"
Styrketrening,2022-05-23 16:59:30,false,"Styrke","0.00","217","00:51:10","91","111","0.2","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","7","1","0:00","24.0","0:00","Nei","51:09.75.6","1","0.0","00:51:10","00:51:10","--","--"
Sykling,2022-05-22 11:46:52,false,"Oslo Sykling","69.07","1,543","02:51:43","134","179","2.9","0","0","24.1","54.7","510","493","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Nei","10:05.96.6","14","0.0","02:50:05","03:54:04","-2","39"
Løping,2022-05-21 19:10:39,false,"Oslo Løping","7.33","562","00:42:16","152","174","3.1","167","184","5:46","4:43","52","54","1.04","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Nei","01:57.25","8","0.0","00:42:03","00:45:22","4","52"
Styrketrening,2022-05-21 17:27:21,false,"Styrke","0.00","378","01:10:59","102","134","0.4","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","6","1","0:00","23.0","0:00","Nei","01:10:59.35.6","1","0.0","01:10:59","01:10:59","--","--"
Sykling,2022-05-20 14:13:26,false,"Oslo Sykling","35.78","1,004","01:30:34","148","184","3.3","0","0","23.7","61.9","395","390","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Nei","02:12.61","8","0.0","01:29:39","02:23:30","7","228"
Sykling,2022-05-19 19:42:05,false,"Oslo Sykling","3.01","108","00:10:29","128","145","1.1","0","0","17.2","30.0","48","13","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Nei","10:29.48.1","1","0.0","00:10:25","00:10:54","40","75"
Styrketrening,2022-05-19 18:22:57,false,"Styrke","0.00","292","01:00:14","97","126","0.3","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","4","1","0:00","27.0","0:00","Nei","01:00:13.75.6","1","0.0","01:00:14","01:00:14","--","--"
Sykling,2022-05-19 17:35:34,false,"Oslo Sykling","2.95","60","00:09:51.4","103","122","0.2","0","0","18.0","33.3","10","36","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Nei","09:51.42.9","1","0.0","00:09:43","00:10:19","10","39"
Løping,2022-05-18 19:04:56,false,"Oslo Løping","2.38","172","00:15:06","134","157","2.0","162","180","6:20","5:41","39","5","0.98","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","Nei","02:42.17.5","3","0.0","00:14:37","00:22:07","36","65"
Styrketrening,2022-05-18 13:10:51,false,"Styrke","0.00","273","00:54:48","98","117","0.2","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","14","1","0:00","25.0","0:00","Nei","54:47.75","1","0.0","00:54:48","00:54:48","--","--"
Styrketrening,2022-05-16 15:36:14,false,"Styrke","0.00","216","00:39:44","101","119","0.3","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","8","2","0:00","26.0","0:00","Nei","39:43.58.3","1","0.0","00:16:32","00:39:44","--","--"
Sykling,2022-05-15 08:40:48,false,"Oslo Sykling","204.42","4,179","07:49:52","137","179","3.6","0","0","26.1","71.9","1,618","1,588","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Nei","08:31.10.6","41","0.0","07:35:54","11:38:07","-1","189"
Styrketrening,2022-05-12 21:17:04,false,"Styrke","0.00","247","00:48:38","99","139","0.4","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","6","1","0:00","23.0","0:00","Nei","48:37.73.8","1","0.0","00:48:38","00:48:38","--","--"
Løping,2022-05-12 15:48:09,false,"Oslo Løping","5.88","425","00:31:53","159","183","3.4","145","188","5:25","0:53","47","44","1.26","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Nei","00:10.99.4","13","0.0","00:27:00","00:35:43","27","42"
Styrketrening,2022-05-11 21:02:20,false,"Styrke","0.00","275","01:19:17","85","130","0.3","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","6","1","0:00","21.0","0:00","Nei","01:19:16.76.6","1","0.0","01:19:17","01:19:17","--","--"
Styrketrening,2022-05-10 17:30:06,false,"Styrke","0.00","415","01:40:32","93","117","0.2","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","9","1","0:00","23.0","0:00","Nei","01:40:31.73","1","0.0","01:40:32","01:40:32","--","--"
Sykling,2022-05-09 17:48:54,false,"Oslo Sykling","48.17","1,158","01:57:42","140","176","3.0","0","0","24.6","51.9","333","321","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Nei","08:40.98.9","10","0.0","01:56:53","02:21:45","11","65"
Løping,2022-05-08 20:35:14,false,"Oslo Løping","7.56","540","00:43:59","144","171","3.0","171","184","5:49","4:44","78","75","1.01","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Nei","02:49.07.4","8","0.0","00:43:27","00:45:28","8","66"
Styrketrening,2022-05-08 19:29:20,false,"Styrke","0.00","221","00:51:42","92","117","0.2","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","8","1","0:00","24.0","0:00","Nei","51:42.01.6","1","0.0","00:51:42","00:51:42","--","--"
Sykling,2022-05-07 17:15:11,false,"Oslo Sykling","3.29","121","00:12:09","129","161","1.4","0","0","16.2","32.0","41","16","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Nei","12:09.47.4","1","0.0","00:11:51","00:12:37","2","39"
Sykling,2022-05-07 11:42:51,false,"Oslo Sykling","69.11","1,648","02:51:51","142","182","3.2","0","0","24.1","60.9","715","706","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Nei","10:01.83.8","14","0.0","02:50:39","04:29:53","1","170"
Styrketrening,2022-05-05 21:23:16,false,"Styrke","0.00","259","00:52:44","98","123","0.3","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","10","1","0:00","26.0","0:00","Nei","52:44.15.6","1","0.0","00:52:44","00:52:44","--","--"
Løping,2022-05-05 16:15:20,false,"Oslo Løping","5.84","459","00:42:09","142","191","3.1","133","207","7:13","2:27","12","16","1.08","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Nei","00:10.43.9","27","0.0","00:36:37","00:53:00","-20","-5"
Sykling,2022-05-04 14:59:38,false,"Oslo Sykling","29.07","822","01:23:11","135","172","2.5","0","0","21.0","53.4","336","333","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Nei","11:40.61.7","6","0.0","01:22:35","04:34:23","14","175"
Sykling,2022-05-04 08:58:15,false,"Oslo Sykling","2.73","103","00:10:09","128","150","1.3","0","0","16.1","25.8","42","29","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Nei","10:09.20.6","1","0.0","00:10:04","00:10:26","31","53"
Sykling,2022-05-03 18:25:07,false,"Ås Sykling","18.58","404","00:36:24","148","180","3.1","0","0","30.6","52.8","94","135","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Nei","08:23.40.4","4","0.0","00:36:19","00:37:41","-9","53"
Sykling,2022-05-03 16:46:50,false,"Oslo Sykling","22.66","594","00:52:43","141","174","3.3","0","0","25.8","42.6","140","124","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Nei","05:29.00.6","5","0.0","00:51:32","01:29:48","23","71"
Sykling,2022-05-03 15:29:20,false,"Oslo Sykling","2.70","74","00:09:25.0","115","138","0.6","0","0","17.2","25.8","35","37","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Nei","09:25.00.7","1","0.0","00:09:22","00:10:46","44","65"
Sykling,2022-05-03 08:02:48,false,"Oslo Sykling","2.65","74","00:09:25.6","114","132","0.6","0","0","16.8","25.7","41","33","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Nei","09:25.61.4","1","0.0","00:09:11","00:10:14","30","53"
Løping,2022-05-02 20:50:37,false,"Oslo Løping","7.00","570","00:41:50","154","168","3.8","167","175","5:58","5:15","75","77","1.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Nei","00:01.15.9","8","0.0","00:41:39","00:42:00","19","63"
Styrketrening,2022-05-02 18:21:49,false,"Styrke","0.00","324","00:51:56","109","133","0.7","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","8","1","0:00","26.0","0:00","Nei","51:56.12.6","1","0.0","00:51:56","00:51:56","--","--"
Gåtur,2022-05-02 08:23:15,false,"Oslo Gåtur","2.09","146","00:22:06","102","132","0.7","118","129","10:33","7:19","29","20","0.80","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Nei","01:01.64.4","3","0.0","00:22:02","00:22:06","26","51"
Sykling,2022-05-01 19:16:53,false,"Oslo Sykling","12.37","337","00:28:39","144","174","2.7","0","0","25.9","54.8","76","190","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Nei","07:27.12.7","3","0.0","00:28:24","00:30:14","-2","162"
Sykling,2022-05-01 15:59:12,false,"Oslo Sykling","12.36","469","00:35:08","153","186","3.9","0","0","21.1","39.7","199","79","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Nei","07:01.80.5","3","0.0","00:34:49","00:39:00","11","165"
Styrketrening,2022-04-30 15:31:30,false,"Styrke","0.00","263","01:01:10","92","124","0.4","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","4","1","0:00","25.0","0:00","Nei","01:01:10.20.2","1","0.0","01:01:10","01:01:10","--","--"
Styrketrening,2022-04-29 13:08:00,false,"Styrke","0.00","182","00:40:01","94","118","0.3","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","8","1","0:00","25.0","0:00","Nei","40:01.11.8","1","0.0","00:40:01","00:40:01","--","--"
Løping,2022-04-28 16:58:45,false,"Oslo Løping","3.75","371","00:30:19","153","186","3.1","123","248","8:04","1:11","33","35","1.14","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Nei","00:15.06.2","18","0.0","00:26:12","00:30:23","-24","-10"
Løping,2022-04-28 16:26:52,false,"Oslo Sykling","3.08","248","00:19:29","146","182","3.1","0","0","6:20","2:32","12","7","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Nei","19:28.95.9","1","0.0","00:18:45","00:29:05","-14","-6"
Styrketrening,2022-04-27 13:17:05,false,"Styrke","0.00","238","00:55:07","92","127","0.5","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","3","1","0:00","24.0","0:00","Nei","55:07.34.7","1","0.0","00:55:07","00:55:07","--","--"
Styrketrening,2022-04-26 15:15:27,false,"Styrke","0.00","236","00:48:13","97","134","0.4","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","4","2","0:00","25.0","0:00","Nei","48:13.13.1","1","0.0","00:43:30","00:48:14","--","--"
Sykling,2022-04-24 21:28:41,false,"Oslo Sykling","3.03","108","00:10:25","128","156","1.6","0","0","17.4","27.9","38","19","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","Nei","10:25.27.3","1","0.0","00:10:13","00:10:37","30","59"
Sykling,2022-04-24 10:17:39,false,"Oslo Sykling","136.50","3,639","06:26:56","140","182","3.7","0","0","21.2","56.5","1,283","1,270","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Nei","06:05.50.6","28","0.0","06:06:18","09:52:16","7","249"
Sykling,2022-04-20 08:49:14,false,"Oslo Sykling","2.46","83","00:09:25.1","119","149","0.8","0","0","15.7","27.3","44","36","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Nei","09:25.07.2","1","0.0","00:09:17","00:10:14","48","81"
Sykling,2022-04-18 12:34:04,false,"Oslo Sykling","76.54","2,186","03:19:15","151","183","4.5","0","0","23.1","48.8","632","605","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Nei","05:58.97.6","16","0.0","03:17:13","04:15:01","1","106"
Gåtur,2022-04-14 14:14:35,false,"Tysvær Gåtur","4.19","453","01:11:55","110","143","1.5","78","229","17:11","3:05","210","221","0.72","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Nei","00:58.33","5","0.0","01:02:05","01:14:21","-4","212"
Styrketrening,2022-03-31 16:31:12,false,"Styrke","0.00","552","01:44:24","106","122","0.6","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","4","1","0:00","28.0","0:00","Nei","01:44:23.99.9","1","0.0","01:44:24","01:44:24","--","--"
Sykling,2022-03-31 09:11:57,false,"Oslo Sykling","2.73","89","00:08:58.1","125","147","1.2","0","0","18.2","27.3","46","35","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Nei","08:58.09.6","1","0.0","00:08:50","00:08:58.1","-26","4"
Styrketrening,2022-03-29 20:38:39,false,"Styrke","0.00","212","00:55:00","87","155","0.6","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","12","2","0:00","25.0","0:00","Nei","55:00.31.6","1","0.0","00:43:33","00:55:08","--","--"
Styrketrening,2022-03-28 18:11:50,false,"Styrke","0.00","249","00:58:35","91","123","0.3","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","8","1","0:00","26.0","0:00","Nei","58:35.02.1","1","0.0","00:58:35","00:58:35","--","--"
Løping,2022-03-19 17:38:06,false,"Oslo Løping","7.49","517","00:53:44","126","173","2.2","144","234","7:10","4:31","79","78","0.96","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Nei","03:59.74.2","8","0.0","00:53:08","00:57:44","8","62"
Sykling,2022-03-16 08:40:21,false,"Oslo Sykling","2.46","87","00:09:52.0","120","142","0.8","0","0","14.9","25.5","44","36","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Nei","09:51.99.4","1","0.0","00:09:13","00:09:52.0","41","74"
Løping på tredemølle,2022-03-14 20:05:43,false,"Løping på tredemølle","1.99","251","00:18:58","156","183","3.0","135","221","9:33","6:08","--","--","0.74","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Nei","01:01.13.3","5","0.0","00:15:59","00:18:58","--","--"
Løping,2022-03-12 17:26:36,false,"Oslo Løping","7.02","554","00:40:04","158","178","3.8","164","174","5:43","4:34","51","50","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Nei","00:05.26.9","8","0.0","00:40:02","00:42:09","4","52"
Sykling,2022-03-09 08:53:28,false,"Oslo Sykling","27.29","775","01:28:07","126","183","3.0","0","0","18.6","47.4","350","351","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","10.0","0:00","Nei","07:58.12.8","6","0.0","01:26:59","12:40:10","-10","151"
Sykling,2022-03-07 17:15:02,false,"Oslo Sykling","24.72","595","01:18:48","119","158","2.1","0","0","18.8","48.5","286","295","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","9.0","0:00","Nei","13:01.79.6","5","0.0","01:17:00","03:16:05","-12","158"
Løping,2022-03-07 16:18:23,false,"Oslo Løping","3.01","184","00:17:04","133","157","2.1","158","169","5:40","5:00","25","11","1.11","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Nei","00:03.58.5","4","0.0","00:16:52","00:24:30","26","49"
Løping,2022-03-05 16:47:12,false,"Oslo Løping","7.01","530","00:40:03","153","172","3.5","164","236","5:43","5:10","74","82","1.07","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Nei","00:02.50.6","8","0.0","00:39:46","00:44:47","-14","51"
Løping,2022-03-01 17:50:42,false,"Oslo Løping","9.60","728","00:55:12","155","179","3.8","161","248","5:45","4:44","87","91","1.08","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Nei","03:39.08.5","10","0.0","00:54:28","01:00:56","10","84"
Løping,2022-02-26 18:05:39,false,"Oslo Løping","6.52","525","00:36:07","162","180","4.2","167","176","5:32","4:50","45","53","1.09","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Nei","02:43.91.9","7","0.0","00:36:03","00:36:07","-8","37"
