Aktivitetstype,Dato,Favoritt,Tittel,Avstand,Kalorier,Tid,Gjennomsnittlig puls,Makspuls,Aerob treningseffekt,Gjennomsnittlig frekvens for løping,Maksimal frekvens for løping,Gjennomsnittlig tempo,Beste tempo,Total stigning,Totalt fall,Gjennomsnittlig skrittlengde,Gjennomsnittlig vertikalt forholdstall,Gjennomsnittlig vertikal oscillasjon,Gjennomsnittlig tid med bakkekontakt,Gjennomsnittlig frekvens for løping,Maksimal frekvens for løping,Training Stress Score®,Gjennomsnittlig kraft,Maksimal kraft,Vanskelighetsgrad,Flyt,Totalt antall tak,Gjennomsnittlig Swolf,Gjennomsnittlig tempo for tak,Totalt antall repetisjoner,Totalt antall sett,Dykketid,Minimumstemperatur,Overflateintervall,Dekompresjon,Beste rundetid,Antall runder,Makstemperatur,Tid i bevegelse,Medgått tid,Minste høyde,Maksimal høyde
Løping,2021-07-29 15:08:38,false,"Oslo Løping","7.25","531","00:41:39","154","187","3.8","160","235","5:45","3:22","88","83","1.09","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Nei","01:04.77.4","8","0.0","00:41:36","00:42:27","71","109"
Sykling,2021-07-27 16:28:47,false,"Oslo Sykling","2.74","84","00:10:31","117","136","0.9","0","0","15.6","38.3","65","3","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Nei","10:31.30.6","1","0.0","00:10:23","00:10:31","2","67"
Sykling,2021-07-27 08:24:11,false,"Oslo Sykling","2.76","54","00:09:11.5","104","126","0.3","0","0","18.0","38.9","7","67","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Nei","09:11.47.3","1","0.0","00:08:47","00:09:11.5","6","71"
Sykling,2021-07-26 17:28:54,false,"Oslo Sykling","6.66","225","00:22:00","137","180","2.3","0","0","18.2","44.5","90","91","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","Nei","05:43.36.7","2","0.0","00:20:46","00:34:14","--","75"
Sykling,2021-07-26 15:51:05,false,"Oslo Sykling","2.87","113","00:10:58","137","181","2.3","0","0","15.7","28.9","72","6","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","Nei","10:57.86.6","1","0.0","00:10:48","00:10:58","4","73"
Sykling,2021-07-26 08:25:11,false,"Oslo Sykling","2.33","54","00:06:29.9","118","134","0.6","0","0","21.5","44.3","1","60","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Nei","06:29.94.2","1","0.0","00:06:29.9","00:06:29.9","2","63"
Løping,2021-07-25 09:47:14,false,"Tysvær Løping","5.35","417","00:30:27","162","188","4.0","160","204","5:42","3:10","39","36","1.10","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Nei","01:41.02.4","6","0.0","00:30:19","00:30:27","2","23"
Løping,2021-07-23 18:10:08,false,"Tysvær Løping","4.11","310","00:23:42","156","178","3.3","159","169","5:46","4:34","36","35","1.09","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Nei","00:34.18.7","5","0.0","00:23:36","00:23:46","2","26"
Sykling,2021-07-19 19:05:08,false,"Oslo Sykling","8.24","203","00:18:11","141","172","2.6","0","0","27.2","55.4","55","119","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Nei","07:45.74.7","2","0.0","00:18:05","00:18:11","78","157"
Sykling,2021-07-19 16:30:51,false,"Oslo Sykling","8.22","277","00:24:58","142","178","3.0","0","0","19.8","39.0","129","57","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Nei","10:42.28.1","2","0.0","00:24:38","00:24:58","71","157"
Løping,2021-07-11 15:16:14,false,"Oslo Løping","5.56","429","00:32:11","159","193","3.8","161","182","5:47","3:21","73","70","1.08","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","Nei","02:36.87.6","6","0.0","00:32:09","00:32:11","70","112"
Sykling,2021-07-07 20:47:38,false,"Oslo Sykling","19.81","640","00:53:37","154","183","3.7","0","0","22.2","50.5","258","249","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Nei","00:05.07","5","0.0","00:52:56","00:55:29","6","161"
Sykling,2021-07-06 16:14:59,false,"Oslo Sykling","2.73","79","00:11:17","111","129","0.6","0","0","14.5","31.4","71","3","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","Nei","11:17.25.2","1","0.0","00:10:28","00:11:17","12","80"
Sykling,2021-07-06 08:36:43,false,"Oslo Sykling","2.69","55","00:08:20.3","109","134","0.4","0","0","19.4","41.9","5","63","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Nei","08:20.26.9","1","0.0","00:08:03","00:08:20.3","18","86"
Sykling,2021-07-05 16:00:47,false,"Oslo Sykling","2.69","95","00:12:42","115","148","0.9","0","0","12.7","27.6","71","7","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","Nei","12:41.72.3","1","0.0","00:11:30","00:12:42","13","81"
Sykling,2021-07-05 08:29:26,false,"Oslo Sykling","2.67","69","00:09:38.9","113","132","0.5","0","0","16.6","39.4","9","64","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Nei","09:38.92.2","1","0.0","00:08:05","00:09:38.9","16","79"
Sykling,2021-07-04 17:21:39,false,"Oslo Sykling","8.18","257","00:19:49","156","179","3.1","0","0","24.8","51.5","55","117","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","29.0","0:00","Nei","08:22.57.9","2","0.0","00:19:41","00:19:49","79","163"
Sykling,2021-07-04 15:06:47,false,"Oslo Sykling","9.05","258","00:28:07","127","167","2.6","0","0","19.3","36.0","129","64","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Nei","12:48.81.7","2","0.0","00:27:23","00:30:49","5","85"
Løping,2021-06-10 22:52:25,false,"Oslo Løping","0.24","11","00:00:53.2","167","184","0.4","143","186","3:43","3:10","2","1","1.89","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Nei","00:53.15.1","1","0.0","00:00:53","00:00:53.2","84","88"
Løping,2021-06-01 17:06:27,false,"Oslo Løping","10.23","787","01:02:42","161","195","3.8","153","173","6:08","4:01","103","107","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","28.0","0:00","Nei","01:08.03.1","11","0.0","01:02:15","01:34:17","-4","27"
Løping,2021-06-01 13:22:51,false,"Oslo Løping","3.04","227","00:17:08","163","177","3.3","158","168","5:38","5:16","29","30","1.12","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","Nei","00:14.79.5","4","0.0","00:17:07","00:17:08","70","96"
Løping,2021-05-23 14:01:57,false,"Elverum Løping","5.01","383","00:31:11","154","170","3.5","158","171","6:14","5:32","49","50","1.02","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","Nei","00:02.75","6","0.0","00:30:51","00:31:31","211","242"
Løping,2021-05-17 21:23:30,false,"Oslo Løping","7.84","578","00:48:04","153","172","3.4","161","173","6:08","5:04","91","98","1.02","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Nei","04:36.41.1","8","0.0","00:48:00","00:48:04","63","101"
Løping,2021-05-14 17:09:46,false,"Oslo Løping","8.58","678","00:48:03","176","191","5.0","157","171","5:36","4:48","108","100","1.14","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Nei","03:14.91.9","9","0.0","00:47:50","00:51:38","40","130"
Løping,2021-05-13 15:46:55,false,"Oslo Løping","5.38","418","00:32:24","158","188","3.8","158","176","6:01","5:15","77","77","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Nei","02:15.15.8","6","0.0","00:32:24","00:32:24","21","93"
Gåtur,2021-05-02 15:40:35,false,"Oslo Gåing","3.44","237","00:37:15","109","129","0.8","113","125","10:49","7:07","68","33","0.82","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Nei","04:35.60.8","4","0.0","00:36:50","00:37:15","8","71"
Løping,2021-05-02 15:04:48,false,"Oslo Løping","0.92","243","00:21:41","152","184","2.7","71","241","23:32","0:21","127","114","0.60","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Nei","21:40.53.8","1","0.0","00:12:41","00:21:47","37","58"
Gåtur,2021-05-02 14:13:21,false,"Oslo Gåing","3.63","252","00:40:07","100","149","1.1","109","159","11:04","8:45","65","65","0.83","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","Nei","08:44.63.5","4","0.0","00:38:10","00:40:07","23","84"
Utholdenhet,2021-04-29 11:37:19,false,"Utholdenhet","0.00","202","00:15:40","160","180","2.9","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Nei","15:40.39.5","1","0.0","00:00:00","00:18:34","74","80"
Løping,2021-04-25 15:32:00,false,"Oslo Løping","4.42","312","00:28:25","141","160","2.5","168","179","6:26","5:48","66","64","0.93","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Nei","02:37.83.5","5","0.0","00:28:17","00:29:51","72","116"
Løping,2021-04-24 12:19:29,false,"Oslo Løping","8.19","609","00:49:51","155","170","3.5","165","184","6:05","5:32","116","123","0.99","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Nei","01:13.02.5","9","0.0","00:49:49","00:49:51","64","99"
Løping,2021-04-22 09:55:46,false,"Oslo Løping","9.95","731","00:56:07","166","183","4.7","162","180","5:39","4:45","97","101","1.09","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Nei","00:03.23.6","15","0.0","00:55:55","00:58:05","57","99"
Løping,2021-04-20 14:59:58,false,"Oslo Løping","3.32","221","00:35:02","104","144","1.7","118","208","10:33","6:06","47","41","0.80","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Nei","03:28.78.7","4","0.0","00:33:56","00:35:02","71","99"
Løping,2021-04-18 19:16:10,false,"Oslo Løping","12.50","886","01:19:25","148","187","3.4","162","178","6:21","3:36","156","150","0.97","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Nei","02:15.59.1","13","0.0","01:19:08","01:21:13","65","106"
Løping,2021-04-15 18:40:51,false,"Oslo Løping","11.63","824","01:07:45","162","188","4.8","161","199","5:50","4:18","97","100","1.06","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Nei","01:55.64.4","16","0.0","01:07:24","01:09:47","61","97"
Gåtur,2021-04-15 08:35:49,false,"Oslo Gåing","2.71","163","00:29:39","95","121","0.5","116","163","10:57","7:25","12","70","0.79","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Nei","08:29.72.2","3","0.0","00:29:33","00:29:39","6","75"
Løping,2021-04-13 13:46:24,false,"Oslo Løping","8.21","622","00:51:56","154","183","3.6","160","192","6:20","4:16","112","123","0.99","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Nei","01:03.66.6","9","0.0","00:51:45","00:52:07","59","100"
Løping,2021-04-11 17:02:18,false,"Oslo Løping","5.59","415","00:34:49","151","166","3.1","159","169","6:14","5:29","66","73","1.01","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Nei","03:38.41","6","0.0","00:34:48","00:34:49","63","101"
Løping,2021-04-03 13:47:20,false,"Tysvær Løping","6.16","519","01:00:04","133","181","2.9","116","249","9:45","5:35","297","296","0.87","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Nei","01:07.87.2","7","0.0","00:57:32","01:01:36","-8","220"
Fotturer,2021-04-01 12:47:27,false,"Tysvær Fotturer","10.37","959","03:10:57","104","152","1.4","64","237","18:25","7:07","320","329","0.84","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Nei","03:10:56.58.1","1","0.0","02:20:55","04:27:33","4","229"
Løping,2021-03-30 18:29:07,false,"Tysvær Løping","9.79","749","01:01:41","156","188","3.6","159","240","6:18","5:24","116","116","1.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Nei","04:36.50.9","10","0.0","01:01:16","01:02:46","-10","40"
Utholdenhet,2021-03-25 11:37:23,false,"Utholdenhet","0.00","236","00:19:58","154","177","2.9","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Nei","19:58.25.5","1","0.0","00:00:00","00:21:26","49","56"
Løping,2021-03-22 15:03:56,false,"Oslo Løping","6.20","452","00:36:58","158","182","3.5","153","226","5:58","4:16","62","52","1.09","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Nei","02:48.44.9","7","0.0","00:36:41","00:45:44","63","102"
Løping,2021-03-19 15:21:46,false,"Oslo Løping","7.47","558","00:46:54","151","174","3.3","170","248","6:17","5:36","102","104","0.94","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Nei","02:41.90.6","8","0.0","00:46:46","00:47:04","48","104"
Utholdenhet,2021-03-18 11:35:40,false,"Utholdenhet","0.00","209","00:16:11","158","175","2.9","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Nei","16:11.05.4","1","0.0","00:00:00","00:18:26","61","69"
Løping,2021-03-17 15:23:35,false,"Oslo Løping","7.89","563","00:50:22","147","176","3.0","169","243","6:23","5:06","131","118","0.93","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Nei","05:23.34.3","8","0.0","00:50:10","00:54:07","16","101"
Løping,2021-03-15 12:30:14,false,"Oslo Løping","8.01","620","00:45:00","170","186","5.0","169","177","5:37","4:57","118","123","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Nei","00:02.30.5","9","0.0","00:44:57","00:45:00","41","104"
Løping,2021-03-13 13:49:25,false,"Oslo Løping","6.78","523","00:42:37","155","182","3.6","165","175","6:17","4:55","80","82","0.96","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Nei","04:36.98.8","7","0.0","00:42:32","00:42:37","47","100"
Løping,2021-03-09 16:57:47,false,"Oslo Løping","7.77","584","00:47:46","157","190","4.0","162","238","6:09","3:39","68","72","1.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Nei","03:31.35.4","8","0.0","00:47:25","00:54:21","59","105"
Løping,2021-03-06 13:43:35,false,"Oslo Løping","10.66","843","01:08:05","158","183","4.0","159","190","6:23","4:51","171","155","0.99","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Nei","04:01.20.1","11","0.0","01:07:38","01:17:09","18","115"
Løping,2021-03-03 18:20:39,false,"Oslo Løping","10.96","870","01:12:41","157","180","3.8","157","176","6:38","5:10","173","162","0.96","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Nei","05:57.94.6","11","0.0","01:12:15","01:17:45","35","111"
Løping,2021-02-27 16:30:41,false,"Oslo Løping","5.21","425","00:30:54","167","191","4.2","162","180","5:56","4:51","63","67","1.04","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Nei","01:18.00.4","6","0.0","00:30:52","00:30:54","18","68"
Løping,2021-01-30 14:44:18,false,"Oslo Løping","6.28","445","00:45:20","136","167","3.1","151","203","7:13","4:45","111","113","0.91","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Nei","02:44.40.4","7","0.0","00:45:10","00:46:03","34","115"
Utholdenhet,2021-01-28 11:45:03,false,"Utholdenhet","0.00","95","00:07:32.1","154","187","2.4","0","0","--","--","--","--","0.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","26.0","0:00","Nei","07:32.06.9","1","0.0","00:00:00","00:12:45","63","64"
Løping,2021-01-26 14:08:27,false,"Oslo Løping","6.63","513","00:39:14","160","185","4.0","169","176","5:55","5:04","93","99","1.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Nei","03:22.32.2","7","0.0","00:39:01","00:39:36","42","104"
Løping,2021-01-24 15:48:02,false,"Oslo Løping","8.13","594","00:51:25","149","165","3.3","165","174","6:19","4:49","119","125","0.96","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","Nei","00:49.09.9","9","0.0","00:51:21","00:51:25","35","109"
Løping,2021-01-21 17:45:42,false,"Oslo Løping","6.70","534","00:38:06","169","197","4.6","161","192","5:41","3:19","91","103","1.09","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Nei","03:39.02.9","7","0.0","00:37:55","00:39:18","5","94"
Løping,2021-01-19 19:09:48,false,"Oslo Løping","13.05","1,032","01:20:32","164","186","4.4","160","171","6:10","5:06","195","201","1.01","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","Nei","00:17.05.8","14","0.0","01:20:26","01:20:32","86","181"
Løping,2021-01-15 13:18:48,false,"Oslo Løping","6.80","531","00:39:57","159","185","3.8","163","172","5:53","5:08","110","103","1.05","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","10.0","0:00","Nei","04:27.60.6","7","0.0","00:39:55","00:39:57","-133","-77"
Fotturer,2021-01-10 12:19:38,false,"Elverum Fotturer","5.26","765","02:36:15","105","149","1.4","45","239","29:43","4:44","245","227","0.75","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Nei","02:36:14.62.4","1","0.0","01:23:57","02:49:44","177","432"
Løping,2020-12-31 16:29:19,false,"Oslo Løping","5.74","456","00:34:59","156","179","3.6","165","216","6:06","5:26","109","95","1.00","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","Nei","04:40.74.3","6","0.0","00:34:57","00:34:59","74","165"
Gåtur,2020-12-25 13:25:18,false,"Tysvær Gåing","3.02","358","01:05:01","107","149","0.9","57","196","21:30","2:01","212","199","0.82","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Nei","00:02.86.9","4","0.0","00:52:39","01:06:35","34","246"
Løping,2020-12-19 22:26:37,false,"Oslo Løping","4.07","335","00:26:15","152","171","3.1","167","174","6:27","5:32","78","79","0.93","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Nei","00:28.24.7","5","0.0","00:26:13","00:26:15","42","114"
Løping,2020-12-17 07:31:00,false,"Oslo Løping","13.41","995","01:20:10","159","184","4.0","161","236","5:59","4:29","214","174","1.04","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","10.0","0:00","Nei","04:12.64.1","14","0.0","01:19:27","01:25:47","43","132"
Gåtur,2020-12-12 23:15:29,false,"Oslo Gåing","2.02","155","00:21:37","109","132","0.7","113","179","10:43","8:19","70","22","0.82","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Nei","00:10.26.3","3","0.0","00:21:36","00:21:37","-30","24"
Løping,2020-12-09 22:33:34,false,"Oslo Løping","4.53","344","00:24:06","165","189","3.4","168","180","5:19","4:40","75","78","1.12","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","10.0","0:00","Nei","02:37.53.9","5","0.0","00:24:05","00:24:06","36","109"
